연도,구명,일일인구,10대인구,20대인구,30대인구,40대인구,50대인구,60대이상인구,월요일인구,화요일인구,수요일인구,목요일인구,금요일인구,토요일인구,일요일인구,남성인구,여성인구
2019Y 4Q,강남구,903760,100726,178694,211087,168060,107834,137313,137030,139506,134076,135096,139667,115667,102663,439964,463784
2019Y 4Q,강동구,575327,88338,72161,88855,89863,91113,144955,81282,80776,81511,81180,81193,83886,85454,267199,308117
2019Y 4Q,강북구,393181,52214,58093,51813,57328,62436,111270,55501,55253,55807,55629,55571,57271,58113,179485,213689
2019Y 4Q,강서구,532367,89509,72138,93385,83006,73743,120549,75759,75392,75916,75406,74842,76630,78371,247451,284908
2019Y 4Q,관악구,713637,75085,177768,135010,96278,85459,143991,99600,99328,100997,100426,99604,105899,107722,350771,362857
2019Y 4Q,광진구,459409,60013,95987,77820,65545,65252,94762,64461,64244,65177,64865,64754,67738,68127,215351,244049
2019Y 4Q,구로구,327788,41933,44799,55738,54472,51013,79800,46922,46645,46576,46429,46283,46751,48144,159237,168542
2019Y 4Q,금천구,186497,19878,27228,33128,29749,31308,45190,26869,26680,26689,26555,26385,26383,26909,92439,94054
2019Y 4Q,노원구,172185,26474,29018,20901,23983,27216,44571,23707,23768,24252,24127,24402,26056,25842,79629,92549
2019Y 4Q,도봉구,195310,26489,25412,25511,28137,31689,58044,27680,27568,27606,27419,27256,28476,29270,89779,105526
2019Y 4Q,동대문구,477045,61466,89715,68814,67456,68378,121182,68269,68197,68482,68074,67813,68031,68138,229183,247854
2019Y 4Q,동작구,444319,59264,91652,73880,60818,57786,100878,63047,62905,63223,62925,62752,64833,64582,208864,235442
2019Y 4Q,마포구,539643,68744,129261,103577,84800,62655,90568,75529,76429,76831,76843,78619,79789,75559,245517,294117
2019Y 4Q,서대문구,339568,43905,79608,53795,51354,43789,67080,49315,50011,49705,49550,49587,46393,44968,156878,182685
2019Y 4Q,서초구,518393,64547,89251,105123,92663,69138,97636,77326,77951,75659,75991,78318,69987,63122,252428,265958
2019Y 4Q,성동구,299086,39352,54800,53162,46757,43149,61833,43419,43604,43263,43215,43570,41516,40465,143752,155329
2019Y 4Q,성북구,431515,68559,88869,58381,59940,58037,97682,61454,61450,61922,61509,60808,61865,62450,197378,234128
2019Y 4Q,송파구,446484,66463,66126,83017,71003,65300,94533,63403,63425,63653,63754,63999,64528,63675,208818,237662
2019Y 4Q,양천구,359909,67203,41440,50945,57306,55829,87143,51269,50806,51122,50886,50563,52024,53187,169643,190256
2019Y 4Q,영등포구,455512,49169,71595,81758,74139,72733,106074,65051,65012,64721,64673,65695,65338,64973,224127,231378
2019Y 4Q,용산구,260294,28397,49068,52600,43269,33990,52930,37019,37224,37127,37026,37697,37513,36645,123969,136319
2019Y 4Q,은평구,461116,72950,60666,68288,70586,68569,120019,64917,64680,65474,65171,64725,67336,68767,209310,251796
2019Y 4Q,종로구,311424,28680,59438,50650,51077,49434,72104,44744,46008,45938,46718,46957,43244,37768,154769,156646
2019Y 4Q,중구,324751,25966,54574,63013,57455,52592,71118,49378,50570,49011,49142,50375,40474,35756,160809,163933
2019Y 4Q,중랑구,400596,57988,52265,59786,58722,67041,104762,56967,56557,56868,56615,55916,57897,59736,186846,213745
2020Y 1Q,강남구,894955,103629,176870,207521,168352,106491,132046,134288,140203,137164,139338,136152,108595,99159,439216,455729
2020Y 1Q,강동구,585515,91911,75860,90152,91017,91347,145185,83148,82917,82966,82772,82799,84757,86107,273682,311824
2020Y 1Q,강북구,400108,52820,58917,52470,58699,63749,113422,56648,56390,56608,56347,56750,58403,58924,183722,216381
2020Y 1Q,강서구,538979,89062,75290,94688,83755,74099,122041,76455,76100,76419,76030,75989,78302,79641,250986,287984
2020Y 1Q,관악구,723690,75822,182475,137010,97671,86198,144465,101605,101372,101891,101329,101328,107187,108921,356833,366848
2020Y 1Q,광진구,460956,60731,94269,78613,66309,65905,95094,65203,64975,65174,64937,65213,67436,67972,216490,244460
2020Y 1Q,구로구,335238,44273,45848,56581,55366,52148,80984,47912,47674,47762,47624,47492,47860,48871,162990,172239
2020Y 1Q,금천구,192991,20947,29129,34396,30672,31967,45858,27700,27609,27594,27548,27480,27391,27642,96031,96957
2020Y 1Q,노원구,172806,27699,29282,20914,23879,26918,44085,24282,24121,24196,24148,24475,25788,25763,80304,92496
2020Y 1Q,도봉구,197519,27151,26015,25787,28342,31987,58210,27932,27727,27789,27656,27746,29084,29545,91747,105767
2020Y 1Q,동대문구,469707,60249,81291,70416,68666,68991,120058,67011,67171,67076,67022,66741,67213,67435,226292,243408
2020Y 1Q,동작구,441782,57819,88742,74558,61841,58495,100291,62547,62618,62572,62459,62463,64434,64646,207964,233810
2020Y 1Q,마포구,517651,66126,117559,100991,83250,61691,87994,73435,74350,74433,74811,75036,73955,71591,238594,279052
2020Y 1Q,서대문구,327677,40623,70924,54244,51520,44349,65990,47761,48603,48298,48406,47906,43819,42842,154024,173649
2020Y 1Q,서초구,503442,64648,87047,101706,90618,66850,92541,74909,77038,75738,76576,75238,63805,60098,245718,257719
2020Y 1Q,성동구,295782,38638,53687,53131,46774,42981,60537,42759,43336,43159,43316,42859,40510,39800,142941,152836
2020Y 1Q,성북구,419406,64346,80226,58806,60154,58434,97397,59481,59423,59522,59515,59368,60779,61265,193503,225894
2020Y 1Q,송파구,450230,67012,68330,84068,71601,65052,94130,64383,64688,64709,64600,64359,63933,63510,210719,239504
2020Y 1Q,양천구,374352,70286,45247,52292,59344,57094,90047,53094,52860,52953,52742,52793,54611,55253,175799,198547
2020Y 1Q,영등포구,449773,49501,71517,81424,73418,71704,102168,64673,64989,64839,64810,64617,62950,62846,221382,228380
2020Y 1Q,용산구,255311,26850,46659,52251,43092,34154,52266,36456,36663,36639,36781,36873,35979,35871,123600,131702
2020Y 1Q,은평구,463185,72409,63277,68863,71025,68329,119240,65495,65017,65286,64934,65114,68179,69123,210807,252372
2020Y 1Q,종로구,272162,23420,51013,45298,46003,44683,61710,39993,41251,40848,41190,40561,35551,32725,137666,134489
2020Y 1Q,중구,296174,21691,48578,58304,54094,49455,64016,44718,46585,45757,46354,45188,35249,32281,149035,147134
2020Y 1Q,중랑구,414799,60201,55424,61826,60246,69127,107939,58792,58432,58472,58250,58340,60681,61791,193839,220951
2020Y 2Q,강남구,875597,105984,170581,202355,166174,104584,125877,132790,133801,134606,134475,133516,108607,97750,429593,445997
2020Y 2Q,강동구,579855,92302,75220,89482,90797,89394,142620,82388,82261,82295,81898,82005,84055,84904,269561,310288
2020Y 2Q,강북구,389460,51232,58584,50948,57602,62042,109021,55291,55229,55215,55057,55238,56494,56897,178299,211156
2020Y 2Q,강서구,540285,89974,76866,95354,84538,72936,120578,76662,76829,76698,76359,76290,78120,79276,251962,288316
2020Y 2Q,관악구,708435,74733,179832,134899,95887,83930,139105,99276,99728,99860,99280,99379,104724,106126,350028,358395
2020Y 2Q,광진구,457492,59793,96223,78944,65811,64357,92328,64695,64723,64652,64452,64656,66822,67450,213504,243983
2020Y 2Q,구로구,332113,44082,45336,55754,55411,51514,79981,47673,47458,47365,47227,47138,47055,48162,161866,170242
2020Y 2Q,금천구,187589,20128,28738,33596,29565,31126,44410,27023,26905,26946,26759,26722,26409,26800,93245,94341
2020Y 2Q,노원구,168631,26533,28907,20516,23523,26132,42995,23662,23659,23622,23584,23918,25162,24993,78040,90587
2020Y 2Q,도봉구,190857,25887,25574,24941,27418,30930,56074,26972,26996,26955,26832,26829,27897,28333,88418,102434
2020Y 2Q,동대문구,464321,61326,83722,68667,67350,67090,116132,66661,66547,66705,66488,66240,65727,65913,223255,241058
2020Y 2Q,동작구,434143,57412,88309,73559,61258,56744,96828,61583,61658,61731,61381,61325,63125,63295,204073,230064
2020Y 2Q,마포구,505098,62731,114074,100609,82363,60977,84300,72097,72447,72746,72738,73285,72199,69538,233024,272062
2020Y 2Q,서대문구,318544,39860,69955,52617,49812,43035,63228,46675,46870,46986,46897,46712,42739,41626,148960,169576
2020Y 2Q,서초구,489874,64151,83465,99904,89361,65134,87826,73718,73699,74032,73947,73760,62603,58072,239313,250552
2020Y 2Q,성동구,280664,36567,52383,50404,44108,40725,56445,40871,40924,41138,41018,40911,38357,37408,135782,144873
2020Y 2Q,성북구,420393,64286,84820,59079,59953,57473,94738,59777,59764,59958,59719,59636,60502,60984,192628,227759
2020Y 2Q,송파구,432654,64591,66330,82163,69471,61930,88132,61856,62036,62125,61911,62121,61742,60816,202567,230078
2020Y 2Q,양천구,366515,69559,44456,51874,58295,55456,86832,51990,51956,51923,51691,51689,53292,53922,171187,195320
2020Y 2Q,영등포구,438330,48701,69353,80518,71790,69888,98036,63439,63275,63277,63046,63132,61202,60907,215962,222362
2020Y 2Q,용산구,247024,27008,43684,50508,42300,33482,49998,35788,35720,35792,35809,35880,34092,33898,119719,127295
2020Y 2Q,은평구,450840,70309,62397,67708,69644,66581,114165,63614,63680,63587,63284,63456,66110,67067,203781,247050
2020Y 2Q,종로구,269868,22850,51112,45295,45529,44805,60242,40180,40512,40881,40899,40592,34832,31925,136079,133781
2020Y 2Q,중구,290039,21615,47599,57323,52639,48679,62151,44691,44692,44969,44964,44565,34860,31255,145822,144209
2020Y 2Q,중랑구,407559,58966,55646,61043,59587,67334,104948,57855,57754,57623,57385,57348,59159,60393,189582,217970
2020Y 3Q,강남구,866710,106063,168398,198841,166367,104764,122232,129190,133913,131432,133895,133096,108029,97106,425096,441603
2020Y 3Q,강동구,574341,90730,73899,89090,89944,89193,141447,81795,81259,81605,81339,81090,83162,84043,266924,307410
2020Y 3Q,강북구,381996,49340,57249,49773,56376,61378,107850,54332,54095,54277,54052,54084,55434,55684,175059,206933
2020Y 3Q,강서구,550902,90409,78013,97235,87182,74702,123321,78504,77842,78030,77943,77650,79863,81019,256834,294058
2020Y 3Q,관악구,697429,72570,174263,133613,95522,83704,137709,98271,97708,97994,98063,98054,103114,104165,344930,352490
2020Y 3Q,광진구,449312,58013,93182,77682,65157,63833,91401,63715,63346,63543,63491,63514,65624,66028,208757,240547
2020Y 3Q,구로구,331641,43344,44642,55640,55422,52151,80408,47602,47294,47423,47366,46969,46975,47972,162417,169214
2020Y 3Q,금천구,186466,19701,28764,33771,29236,30922,44049,26846,26723,26755,26730,26545,26241,26597,92701,93760
2020Y 3Q,노원구,164074,25324,27126,19954,23184,25864,42592,23045,23005,23083,22998,23252,24460,24205,76027,88041
2020Y 3Q,도봉구,186841,25094,24721,24227,26886,30752,55129,26509,26341,26455,26358,26255,27266,27617,86601,100233
2020Y 3Q,동대문구,457099,58677,81178,68015,67176,67052,114973,65568,65462,65345,65632,65261,64916,64874,220586,236508
2020Y 3Q,동작구,421292,55338,83388,71507,60109,55861,95049,59757,59656,59715,59729,59650,61342,61392,197488,223794
2020Y 3Q,마포구,500067,61827,113019,99687,81813,60756,82931,71072,71912,71623,72199,72951,71578,68691,230215,269848
2020Y 3Q,서대문구,305311,38464,65338,50966,47917,41676,60916,44375,44842,44603,44853,44695,41490,40413,142306,162999
2020Y 3Q,서초구,480309,62989,80873,97729,88109,64693,85881,71561,73125,71944,72935,72762,61189,56754,234341,245960
2020Y 3Q,성동구,277671,35482,51366,50218,44026,40539,56005,40322,40649,40479,40778,40594,37881,36931,134079,143586
2020Y 3Q,성북구,401791,60431,80274,57291,57549,55469,90737,57195,57077,57133,57063,56892,58036,58342,184124,217657
2020Y 3Q,송파구,422397,62184,64777,80447,68708,60641,85599,60377,60716,60631,60742,60660,60057,59169,197680,224708
2020Y 3Q,양천구,358991,67764,43391,50750,57070,54505,85477,51001,50801,50981,50729,50553,52158,52718,167476,191507
2020Y 3Q,영등포구,434278,46970,68553,80335,71136,69637,97601,62620,62624,62551,62722,62709,60675,60328,214562,219706
2020Y 3Q,용산구,242467,26177,42747,49692,41722,32959,49133,34928,35035,34946,35195,35242,33659,33414,117457,125003
2020Y 3Q,은평구,449095,69469,61594,67773,69813,66597,113811,63675,63174,63483,63082,63120,65769,66748,202454,246631
2020Y 3Q,종로구,264083,23027,49808,44026,44209,43863,59117,38813,40089,39394,40119,39985,34343,31292,132598,131479
2020Y 3Q,중구,283532,21260,47058,56119,51469,47580,60007,42804,44085,43168,44200,43965,34444,30825,142700,140825
2020Y 3Q,중랑구,405871,58139,55056,60951,59759,67423,104506,57808,57237,57399,57219,56940,59078,60150,188485,217380
2020Y 4Q,강남구,839078,100657,158165,194052,163635,103400,119130,127933,131127,131050,125822,122325,104876,95894,413531,425538
2020Y 4Q,강동구,566690,88427,71885,89165,89453,88096,139625,80636,80154,80220,80138,80129,81932,83433,264123,302558
2020Y 4Q,강북구,377192,48261,55855,49548,56056,60840,106603,53612,53439,53353,53486,53559,54591,55113,172991,204199
2020Y 4Q,강서구,544337,89190,76098,96250,86563,74101,122094,77335,76880,76871,76854,76961,78832,80553,254100,290227
2020Y 4Q,관악구,691617,72135,168976,133090,96336,83821,137214,97263,97036,97261,96825,97405,101867,103895,342998,348613
2020Y 4Q,광진구,448774,57612,91902,78020,66001,64253,90947,63479,63324,63437,63236,63569,65345,66344,208837,239932
2020Y 4Q,구로구,329438,42897,43587,55353,55452,52115,79995,47184,46884,46962,46986,46527,46792,48058,161023,168404
2020Y 4Q,금천구,184416,19240,28252,33598,29057,30659,43587,26574,26423,26371,26399,26169,25960,26492,91605,92804
2020Y 4Q,노원구,162902,25230,26348,19900,23207,25771,42420,22929,22811,22819,22890,23040,24244,24139,75439,87458
2020Y 4Q,도봉구,187179,25223,24274,24153,27195,30965,55336,26435,26321,26310,26539,26447,27283,27804,87070,100099
2020Y 4Q,동대문구,455012,57695,82271,68130,67093,66356,113430,65462,65459,65366,64910,64563,64397,64819,219528,235478
2020Y 4Q,동작구,407470,53680,79010,69487,58807,54481,91967,57917,57985,57912,57592,57506,59000,59507,191282,216181
2020Y 4Q,마포구,486805,59974,107731,97424,80709,59857,81071,69761,70223,70438,69436,69851,69510,67541,224639,262157
2020Y 4Q,서대문구,311736,39713,64131,52810,49736,42960,62353,45749,46173,46106,45340,44809,42084,41437,145581,166146
2020Y 4Q,서초구,475433,62446,77052,97197,88839,64752,85114,72189,73029,72972,70584,69017,60584,57020,232838,242589
2020Y 4Q,성동구,271772,34147,50248,49387,43145,39985,54824,39785,40034,40102,39441,38917,36972,36480,131137,140630
2020Y 4Q,성북구,394871,58923,79668,56228,56374,55060,88578,56219,56150,56185,55877,55847,56952,57589,180845,214014
2020Y 4Q,송파구,412091,60311,62315,78625,67781,59195,83824,59131,59231,59186,58643,58829,58678,58348,193681,218404
2020Y 4Q,양천구,356877,67835,42465,50613,57133,54298,84497,50598,50238,50359,50457,50552,51877,52743,166960,189907
2020Y 4Q,영등포구,431132,46406,67065,80557,71008,69414,96644,62216,62129,62193,61893,61572,60459,60611,213112,218009
2020Y 4Q,용산구,240196,25777,41540,49415,41692,33145,48587,34769,34848,34846,34448,34346,33430,33464,116927,123263
2020Y 4Q,은평구,448881,68618,60998,68386,70367,66622,113856,63487,63038,63095,63370,63495,65540,66807,202766,246107
2020Y 4Q,종로구,257921,22196,47470,43065,43347,43483,58324,38560,39447,39465,38222,37503,33607,31071,129887,128025
2020Y 4Q,중구,277741,20897,45421,55128,50737,46616,58906,42897,43788,43633,42014,40808,33781,30774,140097,137635
2020Y 4Q,중랑구,406588,57950,54671,61504,59975,67629,104818,57546,57144,57140,57408,57492,59189,60629,189176,217405
2021Y 1Q,강남구,837532,103354,155120,192665,164314,103863,118176,126363,131103,130475,127366,123121,103747,95309,412952,424573
2021Y 1Q,강동구,566690,87195,72848,89520,89376,88282,139431,80589,80190,80046,80117,80094,82378,83227,265133,301547
2021Y 1Q,강북구,372035,47263,54817,48898,55318,60249,105455,52844,52626,52551,52724,52847,54069,54336,171530,200499
2021Y 1Q,강서구,556294,90263,78067,98731,88421,75936,124835,78914,78506,78376,78626,78576,81031,82212,260278,296009
2021Y 1Q,관악구,696847,72285,168137,134588,97350,85157,139285,98205,97863,97793,97824,97538,102889,104671,346080,350757
2021Y 1Q,광진구,451634,57962,90880,79139,67162,65119,91334,64054,63798,63711,63752,63747,65853,66679,210672,240952
2021Y 1Q,구로구,331498,42104,44052,55560,55803,52887,81053,47482,47165,47092,47190,47109,47269,48145,161984,169508
2021Y 1Q,금천구,186760,19021,29087,34123,29426,31124,43957,26811,26740,26679,26666,26585,26433,26821,93258,93497
2021Y 1Q,노원구,169088,27169,26029,20788,24350,26767,43960,23757,23644,23643,23687,23867,25340,25120,77936,91145
2021Y 1Q,도봉구,192380,26530,24635,24560,27812,31826,56984,27123,27081,27022,27215,27276,28166,28453,89959,102415
2021Y 1Q,동대문구,448789,57343,78388,67773,66555,66286,112409,64349,64441,64331,64123,63653,63861,63987,217118,231661
2021Y 1Q,동작구,407188,52885,76247,70276,59719,54953,93073,57815,57766,57756,57602,57464,59215,59525,191480,215705
2021Y 1Q,마포구,485339,60037,104068,97959,81383,60542,81314,69405,70023,70115,69667,69278,69174,67636,223669,261664
2021Y 1Q,서대문구,316829,40548,63245,53737,50954,44399,63911,46290,46849,46636,46313,45686,42793,42222,148076,168743
2021Y 1Q,서초구,477086,63401,76231,97104,90017,65477,84820,71706,73409,73058,71535,69767,60578,56990,233040,244037
2021Y 1Q,성동구,272664,33775,50276,49940,43774,40229,54637,39759,40204,40201,39757,39236,37066,36403,131951,140706
2021Y 1Q,성북구,398433,60067,76308,57285,57443,56392,90898,56590,56584,56592,56474,56373,57734,58034,183119,215304
2021Y 1Q,송파구,406111,59038,61481,77848,67240,58056,82411,58255,58370,58389,58050,57727,57901,57370,191113,214991
2021Y 1Q,양천구,361149,69052,42882,51135,57670,54934,85437,51143,50881,50921,50945,51181,52745,53280,169719,191421
2021Y 1Q,영등포구,438903,47464,68127,82941,71583,70469,98274,63165,63266,63182,62881,62676,61875,61800,217115,221777
2021Y 1Q,용산구,239831,25253,41134,49826,41736,33298,48548,34642,34815,34763,34571,34277,33359,33355,116536,123285
2021Y 1Q,은평구,454473,68252,62029,69580,71470,67853,115250,64233,63755,63753,64007,64236,66828,67616,205570,248895
2021Y 1Q,종로구,248993,21653,44810,41289,41860,42495,56851,36800,37923,37917,37142,36326,32376,30462,125219,123769
2021Y 1Q,중구,271955,20484,44330,54061,49757,45833,57456,41427,42773,42514,41451,40204,33057,30484,137309,134636
2021Y 1Q,중랑구,407171,56931,55126,61953,59645,67951,105532,57645,57141,57057,57316,57489,59617,60862,189922,217239
2021Y 2Q,강남구,861738,108149,161384,197886,167962,106777,119533,130700,133062,128253,133440,132146,107315,96770,424000,437731
2021Y 2Q,강동구,559045,87000,71845,88200,88694,86350,136916,79313,79140,79313,79073,79353,81097,81711,261641,297398
2021Y 2Q,강북구,365889,46696,54386,47889,54275,59476,103128,52037,51854,51984,51777,51904,53050,53244,167918,197964
2021Y 2Q,강서구,526289,86903,74059,92944,84184,70879,117276,74621,74318,74547,74297,74240,76647,77568,245495,280784
2021Y 2Q,관악구,690035,72487,169767,133208,96143,83996,134382,96804,96826,97767,96788,97020,101876,102884,343101,346925
2021Y 2Q,광진구,444062,57028,91923,77428,65663,63519,88464,62680,62648,63175,62551,62815,64912,65237,206205,237849
2021Y 2Q,구로구,326526,41455,43725,54574,54787,52430,79523,46815,46590,46401,46514,46495,46348,47325,159227,167293
2021Y 2Q,금천구,183084,18133,28714,33941,29095,30680,42498,26399,26287,26174,26181,26180,25749,26092,91370,91710
2021Y 2Q,노원구,166149,26483,26273,20251,23695,26333,43085,23199,23215,23284,23216,23473,24973,24762,76253,89890
2021Y 2Q,도봉구,190148,25750,24281,24271,27685,31427,56703,26813,26761,26842,26750,26775,27927,28244,88263,101879
2021Y 2Q,동대문구,448645,59096,80818,67412,66027,65343,109911,64409,64361,64212,64332,64129,63650,63511,216329,232309
2021Y 2Q,동작구,406704,53652,77536,70016,59634,54276,91554,57730,57690,57847,57661,57719,58979,59031,191108,215591
2021Y 2Q,마포구,492412,60258,109381,99937,82493,60771,79537,70041,70564,70665,70826,71489,70655,68124,225580,266824
2021Y 2Q,서대문구,324791,42774,67164,55043,52007,44738,63029,47701,47850,47212,47920,47678,43620,42771,151120,173664
2021Y 2Q,서초구,481858,64872,78370,98254,91172,66010,83149,72723,73327,71001,73193,72997,61501,57076,235380,246468
2021Y 2Q,성동구,280728,35081,53920,51528,44832,40828,54506,40993,41160,40827,41290,41197,38089,37134,135187,145532
2021Y 2Q,성북구,399019,62326,78876,56655,56881,55512,88730,56743,56617,56798,56719,56625,57653,57817,182025,216983
2021Y 2Q,송파구,410035,59565,62683,79211,68401,58382,81752,58595,58717,58798,58734,58943,58591,57612,192546,217480
2021Y 2Q,양천구,356890,69401,42165,50493,57139,53674,83976,50465,50353,50638,50374,50479,52042,52493,167547,189334
2021Y 2Q,영등포구,438522,47207,68422,83616,71762,70609,96860,63154,63183,62719,63059,63374,61627,61357,216059,222454
2021Y 2Q,용산구,242636,25896,42975,51121,41696,33183,47724,34971,35104,34926,35068,35207,33741,33571,116964,125665
2021Y 2Q,은평구,444178,67244,60631,67734,70143,66422,111969,62833,62560,62952,62472,62578,65005,65729,200009,244158
2021Y 2Q,종로구,259276,22790,48152,43108,43040,43929,58219,38393,39043,38612,39160,38857,33789,31378,128874,130397
2021Y 2Q,중구,281220,21559,46239,56165,51431,47234,58557,43036,43647,42230,43618,43300,34283,31065,141043,140169
2021Y 2Q,중랑구,395544,55163,53698,60086,58263,65899,102402,56011,55760,55958,55570,55586,57759,58855,183854,211684
